"Year Month","State","Countym","Industry","Suspicious Activity","Count"
"2021 September","Tennessee","Jackson County, TN","Depository Institution","Suspicious use of multiple transaction locations","2"
"2021 September","Tennessee","Jackson County, TN","Depository Institution","Transaction Out of Pattern for Customer(s)","16"
"2021 September","Tennessee","Jackson County, TN","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","11"
"2021 September","Tennessee","Jackson County, TN","Depository Institution","Transaction(s) Below CTR Threshold","16"
"2021 September","Tennessee","Jackson County, TN","Depository Institution","Two or More Individuals Working Together","3"
"2021 September","Tennessee","Jackson County, TN","Depository Institution","Wire","4"
"2021 September","Tennessee","Jackson County, TN","Depository Institution","[Total]","84"
"2021 September","Tennessee","Jefferson County, TN","Depository Institution","ACH","1"
"2021 September","Tennessee","Jefferson County, TN","Depository Institution","Check","1"
"2021 September","Tennessee","Jefferson County, TN","Depository Institution","Counterfeit Instrument","1"
"2021 September","Tennessee","Jefferson County, TN","Depository Institution","Little or No Concern for Product Performance Penalites, Fees, or Tax Consequences","1"
"2021 September","Tennessee","Jefferson County, TN","Depository Institution","Multiple Individuals with Same or Similar Identities","1"
"2021 September","Tennessee","Jefferson County, TN","Depository Institution","Other Fraud (Type)","1"
"2021 September","Tennessee","Jefferson County, TN","Depository Institution","Other Other Suspicious Activities","1"
"2021 September","Tennessee","Jefferson County, TN","Depository Institution","Suspicion Concerning the Source of Funds","4"
"2021 September","Tennessee","Jefferson County, TN","Depository Institution","Suspicious EFT/Wire Transfers","2"
"2021 September","Tennessee","Jefferson County, TN","Depository Institution","Suspicious Use of Multiple Accounts","1"
"2021 September","Tennessee","Jefferson County, TN","Depository Institution","Suspicious use of multiple transaction locations","2"
"2021 September","Tennessee","Jefferson County, TN","Depository Institution","Suspicious Use of Noncash Monetary Instruments","1"
"2021 September","Tennessee","Jefferson County, TN","Depository Institution","Transaction Out of Pattern for Customer(s)","2"
"2021 September","Tennessee","Jefferson County, TN","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","4"
"2021 September","Tennessee","Jefferson County, TN","Depository Institution","Transaction(s) Below CTR Threshold","7"
"2021 September","Tennessee","Jefferson County, TN","Depository Institution","[Total]","30"
"2021 September","Tennessee","Johnson County, TN","Depository Institution","Other Other Suspicious Activities","1"
"2021 September","Tennessee","Johnson County, TN","Depository Institution","Transaction Out of Pattern for Customer(s)","2"
"2021 September","Tennessee","Johnson County, TN","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","2"
"2021 September","Tennessee","Johnson County, TN","Depository Institution","Transaction(s) Below CTR Threshold","2"
"2021 September","Tennessee","Johnson County, TN","Depository Institution","[Total]","7"
"2021 September","Tennessee","Knox County, TN","Depository Institution","ACH","17"
"2021 September","Tennessee","Knox County, TN","Depository Institution","Advance Fee","1"
"2021 September","Tennessee","Knox County, TN","Depository Institution","Against Financial Institution Customer(s)","3"
"2021 September","Tennessee","Knox County, TN","Depository Institution","Against Financial Institution(s)","3"
"2021 September","Tennessee","Knox County, TN","Depository Institution","Alters or Cancels Transaction to Avoid CTR Requirement","4"
"2021 September","Tennessee","Knox County, TN","Depository Institution","Business Loan","4"
"2021 September","Tennessee","Knox County, TN","Depository Institution","Check","22"
"2021 September","Tennessee","Knox County, TN","Depository Institution","Counterfeit Instrument","4"
"2021 September","Tennessee","Knox County, TN","Depository Institution","Credit/Debit Card","3"
"2021 September","Tennessee","Knox County, TN","Depository Institution","Elder Financial Exploitation","9"
"2021 September","Tennessee","Knox County, TN","Depository Institution","Embezzlement/Theft/Disappearance of Funds","3"
"2021 September","Tennessee","Knox County, TN","Depository Institution","Exchanges Small Bills for Large Bills or Vice Versa","1"
"2021 September","Tennessee","Knox County, TN","Depository Institution","Forgeries","2"
"2021 September","Tennessee","Knox County, TN","Depository Institution","Funnel Account","1"
"2021 September","Tennessee","Knox County, TN","Depository Institution","Human Trafficking","1"
"2021 September","Tennessee","Knox County, TN","Depository Institution","Little or No Concern for Product Performance Penalites, Fees, or Tax Consequences","1"
"2021 September","Tennessee","Knox County, TN","Depository Institution","Mail","1"
"2021 September","Tennessee","Knox County, TN","Depository Institution","Mass-Marketing","1"
"2021 September","Tennessee","Knox County, TN","Depository Institution","Other Cyber Event","4"
"2021 September","Tennessee","Knox County, TN","Depository Institution","Other Fraud (Type)","24"
"2021 September","Tennessee","Knox County, TN","Depository Institution","Other Money Laundering","6"
"2021 September","Tennessee","Knox County, TN","Depository Institution","Other Other Suspicious Activities","15"
"2021 September","Tennessee","Knox County, TN","Depository Institution","Other Structuring","1"
"2021 September","Tennessee","Knox County, TN","Depository Institution","Provided Questionable or False Documentation","1"
"2021 September","Tennessee","Knox County, TN","Depository Institution","Provided Questionable or False Identification","1"
"2021 September","Tennessee","Knox County, TN","Depository Institution","Refused or Avoided Request for Documentation","2"
"2021 September","Tennessee","Knox County, TN","Depository Institution","Suspicion Concerning the Source of Funds","43"
"2021 September","Tennessee","Knox County, TN","Depository Institution","Suspicious Designation of Beneficiaries, Assignees or Joint Owners","1"
"2021 September","Tennessee","Knox County, TN","Depository Institution","Suspicious EFT/Wire Transfers","29"
"2021 September","Tennessee","Knox County, TN","Depository Institution","Suspicious Exchange of Currencies","3"
"2021 September","Tennessee","Knox County, TN","Depository Institution","Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements","2"
"2021 September","Tennessee","Knox County, TN","Depository Institution","Suspicious Receipt of Government Payments/Benefits","6"
"2021 September","Tennessee","Knox County, TN","Depository Institution","Suspicious Use of Multiple Accounts","11"
"2021 September","Tennessee","Knox County, TN","Depository Institution","Suspicious use of multiple transaction locations","39"
"2021 September","Tennessee","Knox County, TN","Depository Institution","Suspicious Use of Noncash Monetary Instruments","7"
"2021 September","Tennessee","Knox County, TN","Depository Institution","Transaction Out of Pattern for Customer(s)","20"
"2021 September","Tennessee","Knox County, TN","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","20"
"2021 September","Tennessee","Knox County, TN","Depository Institution","Transaction(s) Below CTR Threshold","66"
"2021 September","Tennessee","Knox County, TN","Depository Institution","Transaction(s) Involving Foreign High Risk Jurisdiction","2"
"2021 September","Tennessee","Knox County, TN","Depository Institution","Two or More Individuals Working Together","23"
"2021 September","Tennessee","Knox County, TN","Depository Institution","Wire","5"
"2021 September","Tennessee","Knox County, TN","Depository Institution","[Total]","412"
"2021 September","Tennessee","Lake County, TN","Depository Institution","Suspicion Concerning the Source of Funds","1"
"2021 September","Tennessee","Lake County, TN","Depository Institution","Transaction Out of Pattern for Customer(s)","1"
"2021 September","Tennessee","Lake County, TN","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","1"
"2021 September","Tennessee","Lake County, TN","Depository Institution","[Total]","3"
"2021 September","Tennessee","Lauderdale County, TN","Depository Institution","Check","1"
"2021 September","Tennessee","Lauderdale County, TN","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","1"
"2021 September","Tennessee","Lauderdale County, TN","Depository Institution","Transaction(s) Below CTR Threshold","2"
"2021 September","Tennessee","Lauderdale County, TN","Depository Institution","Unlicensed or Unregistered MSB","1"
"2021 September","Tennessee","Lauderdale County, TN","Depository Institution","[Total]","5"
"2021 September","Tennessee","Lawrence County, TN","Depository Institution","Check","2"
"2021 September","Tennessee","Lawrence County, TN","Depository Institution","Counterfeit Instrument","1"
"2021 September","Tennessee","Lawrence County, TN","Depository Institution","Mail","1"
"2021 September","Tennessee","Lawrence County, TN","Depository Institution","Other Structuring","1"
"2021 September","Tennessee","Lawrence County, TN","Depository Institution","Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements","1"
"2021 September","Tennessee","Lawrence County, TN","Depository Institution","Suspicious use of multiple transaction locations","1"
"2021 September","Tennessee","Lawrence County, TN","Depository Institution","Transaction(s) Below CTR Threshold","3"
"2021 September","Tennessee","Lawrence County, TN","Depository Institution","[Total]","10"
"2021 September","Tennessee","Lewis County, TN","Depository Institution","Other Fraud (Type)","1"
"2021 September","Tennessee","Lewis County, TN","Depository Institution","Transaction(s) Below CTR Threshold","1"
"2021 September","Tennessee","Lewis County, TN","Depository Institution","[Total]","2"
